0 ; 0
0 ; 0.0625
0.0625 ; 3.827e-18
0 ; 0
7.654e-18 ; -0.0625
0.0625 ; 3.827e-18
0 ; 0
7.654e-18 ; -0.0625
-0.0625 ; -1.1481e-17
0 ; 0
0 ; 0.0625
-0.0625 ; -1.1481e-17
0.088388 ; 0.088388
0 ; 0.0625
0.0625 ; 3.827e-18
0.088388 ; -0.088388
7.654e-18 ; -0.0625
0.0625 ; 3.827e-18
-0.088388 ; -0.088388
7.654e-18 ; -0.0625
-0.0625 ; -1.1481e-17
-0.088388 ; 0.088388
0 ; 0.0625
-0.0625 ; -1.1481e-17
0.088388 ; 0.088388
0 ; 0.0625
0 ; 0.125
0.088388 ; 0.088388
0.125 ; 7.654e-18
0.0625 ; 3.827e-18
0.088388 ; -0.088388
7.654e-18 ; -0.0625
1.5308e-17 ; -0.125
0.088388 ; -0.088388
0.125 ; 7.654e-18
0.0625 ; 3.827e-18
-0.088388 ; -0.088388
7.654e-18 ; -0.0625
1.5308e-17 ; -0.125
-0.088388 ; -0.088388
-0.125 ; -2.2962e-17
-0.0625 ; -1.1481e-17
-0.088388 ; 0.088388
0 ; 0.0625
0 ; 0.125
-0.088388 ; 0.088388
-0.125 ; -2.2962e-17
-0.0625 ; -1.1481e-17
0.088388 ; 0.088388
0.09375 ; 0.16238
0 ; 0.125
0.088388 ; 0.088388
0.125 ; 7.654e-18
0.16238 ; 0.09375
0.088388 ; -0.088388
0.09375 ; -0.16238
1.5308e-17 ; -0.125
0.088388 ; -0.088388
0.125 ; 7.654e-18
0.16238 ; -0.09375
-0.088388 ; -0.088388
-0.09375 ; -0.16238
1.5308e-17 ; -0.125
-0.088388 ; -0.088388
-0.125 ; -2.2962e-17
-0.16238 ; -0.09375
-0.088388 ; 0.088388
-0.09375 ; 0.16238
0 ; 0.125
-0.088388 ; 0.088388
-0.125 ; -2.2962e-17
-0.16238 ; 0.09375
0 ; 0.1875
0.09375 ; 0.16238
0 ; 0.125
0.088388 ; 0.088388
0.09375 ; 0.16238
0.16238 ; 0.09375
0.1875 ; 1.1481e-17
0.125 ; 7.654e-18
0.16238 ; 0.09375
2.2962e-17 ; -0.1875
0.09375 ; -0.16238
1.5308e-17 ; -0.125
0.088388 ; -0.088388
0.09375 ; -0.16238
0.16238 ; -0.09375
0.1875 ; 1.1481e-17
0.125 ; 7.654e-18
0.16238 ; -0.09375
2.2962e-17 ; -0.1875
-0.09375 ; -0.16238
1.5308e-17 ; -0.125
-0.088388 ; -0.088388
-0.09375 ; -0.16238
-0.16238 ; -0.09375
-0.1875 ; -3.4443e-17
-0.125 ; -2.2962e-17
-0.16238 ; -0.09375
0 ; 0.1875
-0.09375 ; 0.16238
0 ; 0.125
-0.088388 ; 0.088388
-0.09375 ; 0.16238
-0.16238 ; 0.09375
-0.1875 ; -3.4443e-17
-0.125 ; -2.2962e-17
-0.16238 ; 0.09375
0 ; 0.1875
0.09375 ; 0.16238
0.095671 ; 0.23097
0.17678 ; 0.17678
0.09375 ; 0.16238
0.16238 ; 0.09375
0.1875 ; 1.1481e-17
0.23097 ; 0.095671
0.16238 ; 0.09375
2.2962e-17 ; -0.1875
0.09375 ; -0.16238
0.095671 ; -0.23097
0.17678 ; -0.17678
0.09375 ; -0.16238
0.16238 ; -0.09375
0.1875 ; 1.1481e-17
0.23097 ; -0.095671
0.16238 ; -0.09375
2.2962e-17 ; -0.1875
-0.09375 ; -0.16238
-0.095671 ; -0.23097
-0.17678 ; -0.17678
-0.09375 ; -0.16238
-0.16238 ; -0.09375
-0.1875 ; -3.4443e-17
-0.23097 ; -0.095671
-0.16238 ; -0.09375
0 ; 0.1875
-0.09375 ; 0.16238
-0.095671 ; 0.23097
-0.17678 ; 0.17678
-0.09375 ; 0.16238
-0.16238 ; 0.09375
-0.1875 ; -3.4443e-17
-0.23097 ; 0.095671
-0.16238 ; 0.09375
0 ; 0.1875
0 ; 0.25
0.095671 ; 0.23097
0.17678 ; 0.17678
0.09375 ; 0.16238
0.095671 ; 0.23097
0.17678 ; 0.17678
0.23097 ; 0.095671
0.16238 ; 0.09375
0.1875 ; 1.1481e-17
0.23097 ; 0.095671
0.25 ; 1.5308e-17
2.2962e-17 ; -0.1875
3.0616e-17 ; -0.25
0.095671 ; -0.23097
0.17678 ; -0.17678
0.09375 ; -0.16238
0.095671 ; -0.23097
0.17678 ; -0.17678
0.23097 ; -0.095671
0.16238 ; -0.09375
0.1875 ; 1.1481e-17
0.23097 ; -0.095671
0.25 ; 1.5308e-17
2.2962e-17 ; -0.1875
3.0616e-17 ; -0.25
-0.095671 ; -0.23097
-0.17678 ; -0.17678
-0.09375 ; -0.16238
-0.095671 ; -0.23097
-0.17678 ; -0.17678
-0.23097 ; -0.095671
-0.16238 ; -0.09375
-0.1875 ; -3.4443e-17
-0.23097 ; -0.095671
-0.25 ; -4.5924e-17
0 ; 0.1875
0 ; 0.25
-0.095671 ; 0.23097
-0.17678 ; 0.17678
-0.09375 ; 0.16238
-0.095671 ; 0.23097
-0.17678 ; 0.17678
-0.23097 ; 0.095671
-0.16238 ; 0.09375
-0.1875 ; -3.4443e-17
-0.23097 ; 0.095671
-0.25 ; -4.5924e-17
0.096568 ; 0.29721
0 ; 0.25
0.095671 ; 0.23097
0.17678 ; 0.17678
0.18368 ; 0.25282
0.095671 ; 0.23097
0.17678 ; 0.17678
0.23097 ; 0.095671
0.25282 ; 0.18368
0.29721 ; 0.096568
0.23097 ; 0.095671
0.25 ; 1.5308e-17
0.096568 ; -0.29721
3.0616e-17 ; -0.25
0.095671 ; -0.23097
0.17678 ; -0.17678
0.18368 ; -0.25282
0.095671 ; -0.23097
0.17678 ; -0.17678
0.23097 ; -0.095671
0.25282 ; -0.18368
0.29721 ; -0.096568
0.23097 ; -0.095671
0.25 ; 1.5308e-17
-0.096568 ; -0.29721
3.0616e-17 ; -0.25
-0.095671 ; -0.23097
-0.17678 ; -0.17678
-0.18368 ; -0.25282
-0.095671 ; -0.23097
-0.17678 ; -0.17678
-0.23097 ; -0.095671
-0.25282 ; -0.18368
-0.29721 ; -0.096568
-0.23097 ; -0.095671
-0.25 ; -4.5924e-17
-0.096568 ; 0.29721
0 ; 0.25
-0.095671 ; 0.23097
-0.17678 ; 0.17678
-0.18368 ; 0.25282
-0.095671 ; 0.23097
-0.17678 ; 0.17678
-0.23097 ; 0.095671
-0.25282 ; 0.18368
-0.29721 ; 0.096568
-0.23097 ; 0.095671
-0.25 ; -4.5924e-17
0.096568 ; 0.29721
0 ; 0.25
0 ; 0.3125
0.096568 ; 0.29721
0.18368 ; 0.25282
0.095671 ; 0.23097
0.17678 ; 0.17678
0.18368 ; 0.25282
0.25282 ; 0.18368
0.29721 ; 0.096568
0.23097 ; 0.095671
0.25282 ; 0.18368
0.29721 ; 0.096568
0.3125 ; 1.9135e-17
0.25 ; 1.5308e-17
0.096568 ; -0.29721
3.0616e-17 ; -0.25
3.827e-17 ; -0.3125
0.096568 ; -0.29721
0.18368 ; -0.25282
0.095671 ; -0.23097
0.17678 ; -0.17678
0.18368 ; -0.25282
0.25282 ; -0.18368
0.29721 ; -0.096568
0.23097 ; -0.095671
0.25282 ; -0.18368
0.29721 ; -0.096568
0.3125 ; 1.9135e-17
0.25 ; 1.5308e-17
-0.096568 ; -0.29721
3.0616e-17 ; -0.25
3.827e-17 ; -0.3125
-0.096568 ; -0.29721
-0.18368 ; -0.25282
-0.095671 ; -0.23097
-0.17678 ; -0.17678
-0.18368 ; -0.25282
-0.25282 ; -0.18368
-0.29721 ; -0.096568
-0.23097 ; -0.095671
-0.25282 ; -0.18368
-0.29721 ; -0.096568
-0.3125 ; -5.7405e-17
-0.25 ; -4.5924e-17
-0.096568 ; 0.29721
0 ; 0.25
0 ; 0.3125
-0.096568 ; 0.29721
-0.18368 ; 0.25282
-0.095671 ; 0.23097
-0.17678 ; 0.17678
-0.18368 ; 0.25282
-0.25282 ; 0.18368
-0.29721 ; 0.096568
-0.23097 ; 0.095671
-0.25282 ; 0.18368
-0.29721 ; 0.096568
-0.3125 ; -5.7405e-17
-0.25 ; -4.5924e-17
0.096568 ; 0.29721
0.097057 ; 0.36222
0 ; 0.3125
0.096568 ; 0.29721
0.18368 ; 0.25282
0.1875 ; 0.32476
0.26517 ; 0.26517
0.18368 ; 0.25282
0.25282 ; 0.18368
0.29721 ; 0.096568
0.32476 ; 0.1875
0.25282 ; 0.18368
0.29721 ; 0.096568
0.3125 ; 1.9135e-17
0.36222 ; 0.097057
0.096568 ; -0.29721
0.097057 ; -0.36222
3.827e-17 ; -0.3125
0.096568 ; -0.29721
0.18368 ; -0.25282
0.1875 ; -0.32476
0.26517 ; -0.26517
0.18368 ; -0.25282
0.25282 ; -0.18368
